id,gender,age,education,is_capital,income,ideology,DemPolGrievence,PolicyPolGrievence,EUPolGrievence,EconGrievenceRetro,EconGrievenceProspInd,EconGrievenceProspAgg,NatPride,NativeRights,NativeJobs,LawOrder,Chauvinism,ChristianSchool,GayNeighbor,GayPartner,ForNeighbor,ForPartner,Ukraine,DemonstrateNational,DemonstrateTrad
1,0.9653471707027274,1.5721302662845056,-1.0925995582441737,-0.3728298518535499,-1.0688810106607567,-0.42530410503176325,-1.115072138621258,-0.24811525145192706,-0.40990148451956765,-0.7344812455644092,0.26814927738735805,-0.0799362908960542,-0.037202758899317845,-0.29052999075742353,0.7011077921224977,0.18733003443935223,0.5035952646799726,0.40080821764746255,0.4492134539614356,0.265508900873026,0.6612485676538455,0.42679825427841317,0.749015038866844,-0.32415785390285584,-0.2632710252385947
2,-1.0348680574817302,0.46551564135060214,0.20028852066520691,-0.3728298518535499,-1.0688810106607567,0.06242706857429827,-1.115072138621258,-1.4609893204426572,-1.4961404184964222,0.4211790892533413,0.26814927738735805,-0.0799362908960542,1.2115698481544552,-1.5197892373655135,-1.8803018849062232,-1.0376137621868018,-0.5662790634481547,-0.684175317758438,1.4455965996424174,0.265508900873026,0.6612485676538455,0.42679825427841317,1.8113504531470013,-0.32415785390285584,-0.2632710252385947
3,-1.0348680574817302,1.3262159051880826,-1.0925995582441737,-0.3728298518535499,-0.31258771162094706,0.06242706857429827,0.03072137524772838,-0.24811525145192706,-0.40990148451956765,-0.7344812455644092,0.26814927738735805,-0.0799362908960542,1.2115698481544552,-0.29052999075742353,-0.5895970463918627,1.4122738310655063,0.5035952646799726,0.40080821764746255,-1.543552837400528,-0.7396319381462869,-0.44119730590149,-0.6088302808019777,-1.3756557896934707,-0.32415785390285584,-0.2632710252385947
4,0.9653471707027274,0.5884728218988137,-1.0925995582441737,-0.3728298518535499,-0.31258771162094706,-2.10526703634153,1.176514889116715,0.964758817538803,-0.40990148451956765,-0.7344812455644092,0.26814927738735805,-0.0799362908960542,-0.037202758899317845,-0.29052999075742353,0.7011077921224977,-2.2625575588129556,-1.636153391576282,1.485791753053363,0.4492134539614356,0.265508900873026,-0.44119730590149,-0.6088302808019777,-0.31332037541331337,-0.32415785390285584,-0.2632710252385947
5,-1.0348680574817302,0.46551564135060214,1.4931765995745874,-0.3728298518535499,1.1999988864586721,-1.0214199838836158,1.176514889116715,0.964758817538803,1.7625763834341415,1.576839424071092,1.3525923389498855,1.0380615553862604,-1.285975365953091,-1.5197892373655135,0.7011077921224977,0.18733003443935223,0.5035952646799726,0.40080821764746255,-0.5471696917195462,0.265508900873026,-0.44119730590149,0.42679825427841317,0.749015038866844,-0.32415785390285584,-0.2632710252385947
6,0.9653471707027274,1.3876944954621884,0.20028852066520691,2.679525114134456,-0.31258771162094706,-2.10526703634153,-1.115072138621258,-1.4609893204426572,0.6763374494572869,-0.7344812455644092,0.26814927738735805,-1.1979341371783687,-0.037202758899317845,-1.5197892373655135,-1.8803018849062232,0.18733003443935223,0.5035952646799726,-0.684175317758438,0.4492134539614356,1.2706497398923389,0.6612485676538455,1.462426789358804,1.8113504531470013,-0.32415785390285584,-0.2632710252385947
7,0.9653471707027274,-1.6862350182430992,0.20028852066520691,-0.3728298518535499,-1.8251743097005662,0.06242706857429827,-1.115072138621258,-1.4609893204426572,-0.40990148451956765,1.576839424071092,1.3525923389498855,1.0380615553862604,1.2115698481544552,-0.29052999075742353,0.7011077921224977,1.4122738310655063,-1.636153391576282,-0.684175317758438,1.4455965996424174,1.2706497398923389,1.763694441209181,1.462426789358804,1.8113504531470013,-0.32415785390285584,-0.2632710252385947
8,-1.0348680574817302,0.15812268998007337,1.4931765995745874,2.679525114134456,1.1999988864586721,1.1462741210322123,-1.115072138621258,0.964758817538803,-0.40990148451956765,-0.7344812455644092,0.26814927738735805,-1.1979341371783687,-0.037202758899317845,-0.29052999075742353,-0.5895970463918627,-1.0376137621868018,0.5035952646799726,0.40080821764746255,0.4492134539614356,1.2706497398923389,0.6612485676538455,0.42679825427841317,1.8113504531470013,-0.32415785390285584,-0.2632710252385947
9,-1.0348680574817302,0.7729085927211309,-1.0925995582441737,-0.3728298518535499,-0.31258771162094706,-1.0214199838836158,1.176514889116715,0.964758817538803,-0.40990148451956765,-1.8901415803821597,-0.8162937841751694,-0.0799362908960542,-0.037202758899317845,0.9387292558506665,-1.8803018849062232,0.18733003443935223,-0.5662790634481547,0.40080821764746255,-0.5471696917195462,-0.7396319381462869,-0.44119730590149,-0.6088302808019777,-0.31332037541331337,-0.32415785390285584,-0.2632710252385947
10,-1.0348680574817302,-0.3337060322127727,-1.0925995582441737,-0.3728298518535499,0.4437055874188625,0.06242706857429827,-1.115072138621258,-1.4609893204426572,-0.40990148451956765,0.4211790892533413,0.26814927738735805,-2.3159319834606835,1.2115698481544552,-0.29052999075742353,0.7011077921224977,0.18733003443935223,-0.5662790634481547,0.40080821764746255,1.4455965996424174,1.2706497398923389,1.763694441209181,1.462426789358804,1.8113504531470013,-0.32415785390285584,-0.2632710252385947
